iteration,z_norm,PSNR_obs,RelMSE_obs,MSE_obs,PSNR_holdout,RelMSE_holdout,MSE_holdout,FA_MAE,MD_MAE,AD_MAE,RD_MAE,mean_D_error,mean_delta_D,n_observed_vols,n_holdout_vols,subject,sampling_ratio,objective,lambda_shape,lambda_z,loss_L_signal,loss_L_directional,loss_L_angular,loss_L_z,loss_L_total
500,0.24256299436092377,-20.864061052241777,37.06533341535096,122.01299992526533,-15.630349003798242,9.404633076020023,36.56241723911777,0.1789030917898726,0.00031637144881076733,0.0004387272512121667,0.0003279952995396926,0.0007449527511575354,0.00012819479294016504,63,45,121618,0.5,signal,0.0,0.0,2.8459930419921875,8.156200408935547,0.04715150222182274,0.058994755148887634,2.8459930419921875
1000,0.38905003666877747,-17.969307415008203,19.03235577215669,62.65139442787309,-11.797782130949734,3.8912144752750684,15.127884954349586,0.18242675401369657,0.0003266251955587424,0.0004521723128122682,0.0003381306244454894,0.0007625066469361212,0.00020399890681949072,63,45,121618,0.5,signal,0.0,0.0,1.134872317314148,5.015038967132568,0.047177378088235855,0.15105469524860382,1.134872317314148
0,0.0,-26.476792154685292,125.50527867370413,444.302969100716,nan,nan,nan,0.1747288505215207,0.0003093042149979242,0.0004208497547848601,0.0003233813504104159,0.00072880006256572,0.0,108,0,121618,1.0,signal,0.0,0.0,,,,,
10,0.023562196642160416,-25.297307008256237,95.65627784832351,338.63410933995925,nan,nan,nan,0.17501259254611862,0.0003097568895974249,0.00042213229082452394,0.0003236312701653849,0.0007298278465842563,1.2405925434627272e-05,108,0,121618,1.0,signal,0.0,0.0,5.008147716522217,3.1521389484405518,0.04607484117150307,0.00047178988461382687,5.008147716522217
50,0.06951693445444107,-23.42044877068,62.09085696882724,219.80869965621525,nan,nan,nan,0.17571736929569637,0.00031075887439900135,0.0004251662008268098,0.0003241424109342885,0.0007322699842678532,3.8911841702236644e-05,108,0,121618,1.0,signal,0.0,0.0,0.9741119742393494,10.37511920928955,0.04597681015729904,0.004787968471646309,0.9741119742393494
100,0.10864561796188354,-22.45069966638035,49.665263449009096,175.8206845541021,nan,nan,nan,0.17639360375811125,0.0003117691569535838,0.000428147036736605,0.0003246845878521338,0.0007347907257793625,6.120892626923215e-05,108,0,121618,1.0,signal,0.0,0.0,1.1880383491516113,13.603900909423828,0.05017458274960518,0.011691749095916748,1.1880383491516113
200,0.1663767695426941,-20.89591496413091,34.719564841693526,122.9112106523797,nan,nan,nan,0.1774014423538072,0.00031348169889233436,0.00043258896064142434,0.00032573865661844517,0.0007387788926692182,9.109815441569014e-05,108,0,121618,1.0,signal,0.0,0.0,11.35779857635498,7.547335624694824,0.048223305493593216,0.027463382109999657,11.35779857635498
500,0.29071494936943054,-18.5600505941978,20.27625929105976,71.78026534402137,nan,nan,nan,0.1797674416929284,0.00031957782339667797,0.00044200524230553006,0.0003313500180021442,0.0007496931143698926,0.00015192680123279125,108,0,121618,1.0,signal,0.0,0.0,1.916155457496643,7.734334468841553,0.048795003443956375,0.08405613899230957,1.916155457496643
1000,0.4259803295135498,-16.268165473234124,11.961876774628884,42.346405052826235,nan,nan,nan,0.18300815663967301,0.0003296484582377668,0.00045355910793088756,0.00034181712170319153,0.0007660416865694374,0.000218802558070746,108,0,121618,1.0,signal,0.0,0.0,0.7622421979904175,4.9681220054626465,0.04826391115784645,0.18125708401203156,0.7622421979904175
0,0.0,-28.887898736794053,714.9637664984225,774.0871776937072,-23.3204300004543,172.83877754872324,214.80431440679732,0.1566807853915402,0.0003758220527910952,0.0004692771534623666,0.00038830204935810363,0.0008158189911938761,0.0,40,68,116726,0.25,signal,0.0,0.0,,,,,
10,0.02109847217798233,-28.827685828312838,705.1195272473761,763.428876202843,-23.304536505028533,172.207410570717,214.01965049761475,0.15652314582459065,0.0003754104630774908,0.000468671519751546,0.0003879293841134556,0.000815218956506711,9.039783807667872e-06,40,68,116726,0.25,signal,0.0,0.0,815.3307495117188,743.3115844726562,0.03676675632596016,0.0003714334452524781,815.3307495117188
50,0.06025727838277817,-28.78591687786315,698.3704372458253,756.1216750884591,-23.27873909291265,171.18751798494895,212.7521263299393,0.1562393096907868,0.0003746755696946299,0.00046762711638661576,0.00038725554060876346,0.0008142541773655485,2.7898596877068414e-05,40,68,116726,0.25,signal,0.0,0.0,1142.5467529296875,6854.0078125,0.04038732126355171,0.0035544915590435266,1142.5467529296875
100,0.07575960457324982,-28.696817484979007,684.188716569359,740.7672072850751,-23.25781736007368,170.36482125839413,211.72967749745723,0.15596919543206822,0.000374283889214435,0.0004663115427336333,0.00038711632661264867,0.0008132162652895253,3.342320152182077e-05,40,68,116726,0.25,signal,0.0,0.0,1.8270657062530518,12.198897361755371,0.03622671216726303,0.005705270450562239,1.8270657062530518
200,0.14371512830257416,-28.61479763160486,671.3885374663378,726.908526635622,-23.20879871979672,168.45273163718988,209.35332940015974,0.15531163802443745,0.0003736330795510621,0.00046303321233429073,0.0003871195548562868,0.0008108064176491069,5.42796108358121e-05,40,68,116726,0.25,signal,0.0,0.0,1.4741737842559814,13.163627624511719,0.03619955852627754,0.020397968590259552,1.4741737842559814
500,0.3796846270561218,-28.121512403508063,599.3015480358101,648.8603557891399,-23.218652139867906,168.83535678361193,209.82885655568376,0.15338223575228205,0.0003732744995968514,0.0004569248586878729,0.0003881535550559446,0.0008097095443465982,0.00012501230910532006,40,68,116726,0.25,signal,0.0,0.0,2766.274658203125,24071.279296875,0.03462842479348183,0.14381036162376404,2766.274658203125
1000,0.5613558292388916,-27.90193960383215,569.7549664595855,616.8704410346458,-23.32302094173415,172.9419215555947,214.9325019466273,0.15275437619143264,0.0003737929074153144,0.00045536035127079455,0.0003894569537567535,0.0008106024839353226,0.00015306457970872765,40,68,116726,0.25,signal,0.0,0.0,7.103072643280029,35.58904266357422,0.04148998111486435,0.31479164958000183,7.103072643280029
0,0.0,-27.558568981992554,504.65425250212087,569.9764317794567,-23.318394741191945,170.5092175678996,214.70367300677196,0.1566807853915402,0.0003758220527910952,0.0004692771534623666,0.00038830204935810363,0.0008158189911938761,0.0,63,45,116726,0.5,signal,0.0,0.0,,,,,
10,0.020514335483312607,-27.50540876660283,498.5146386346892,563.0421095433677,-23.30132034356678,169.8401723035715,213.86121722808755,0.1565235765382567,0.00037541278545403877,0.00046866481006887996,0.000387935483301683,0.0008152092566247908,8.827495411477277e-06,63,45,116726,0.5,signal,0.0,0.0,577.0660400390625,868.093505859375,0.0376225970685482,0.0003531402617227286,577.0660400390625
50,0.05959467962384224,-27.45714247387578,493.004957475552,556.819258171845,-23.273975924323153,168.774169588386,212.51891619797243,0.15621658054410908,0.0003746510345524398,0.0004675069557345538,0.000387256378790454,0.0008141664209119793,2.7836119222337124e-05,63,45,116726,0.5,signal,0.0,0.0,897.8346557617188,6755.5869140625,0.04711949825286865,0.003477687481790781,897.8346557617188
