iteration,latent_norm,PSNR,RelMSE,MSE,FA_MAE,MD_MAE,AD_MAE,RD_MAE,mean_delta_D_fro,mean_relative_delta_D,mean_D_fro_error_vs_wls,tag,lambda_DTI,lambda_z,scale_dti,L_signal,L_DTI,L_z,L_total
500,0.31706103682518005,-6.741099654826209,9.405459684010005,4.72182585063689,0.17874579461463835,0.00033946477463822036,0.0004635511537106254,0.00035422295394459656,0.00015933919284518252,0.43290653931018097,0.0007883368266589189,6A_ldti0.1,0.1,0.0,2493.288522031229,0.29435983300209045,0.0007842537015676498,0.0999656394124031,0.48989689350128174
1000,0.4061145484447479,-0.6223767481764947,2.298834655043457,1.1540846769007942,0.1808207299581513,0.0003432994928130372,0.00047030657170610225,0.00035791794861478473,0.0001990211787154285,0.6019064194923779,0.0007958576696622064,6A_ldti0.1,0.1,0.0,2493.288522031229,0.2604072093963623,0.0007970021688379347,0.16491784155368805,0.45912283658981323
0,0.0,-14.721499063347508,59.07720864650867,29.658549432176496,0.17340725400929372,0.00033228888092181474,0.0004450402273260078,0.00034840263590245715,0.0,0.0,0.0007727638114817885,6A_ldti1,1.0,0.0,2493.288522031229,1.9373054504394531,0.0007770081283524632,0.0,3.874610898385618
10,0.02314991131424904,-14.442533266824425,55.40173777725132,27.813351648465094,0.1737053006894785,0.00033253334536905544,0.0004456542736828669,0.0003486783317166368,1.1837919118795886e-05,0.01048070455449583,0.0007730755117672925,6A_ldti1,1.0,0.0,2493.288522031229,3.257103204727173,0.0007833956624381244,0.0004367549263406545,5.210334777832031
50,0.060907430946826935,-13.98440189349089,49.85517557535437,25.02880930104455,0.17436351085274077,0.0003330745347147512,0.0004481979881329411,0.00034883874387373374,3.401460095809595e-05,0.03765380966578344,0.0007748660467024514,6A_ldti1,1.0,0.0,2493.288522031229,4.238288402557373,0.0007733000675216317,0.003654046915471554,6.166348457336426
100,0.08202368766069412,-13.594110232619055,45.5702156693988,22.877629546664124,0.1746381698556993,0.0003335397222207965,0.0004486897354108392,0.00034944754206943227,4.5512949586057444e-05,0.052381054413977696,0.0007752809574543729,6A_ldti1,1.0,0.0,2493.288522031229,2.1951310634613037,0.0007759995060041547,0.0067018140107393265,4.129921913146973
200,0.19394923746585846,-12.165712589598671,32.79754372003427,16.4653610751139,0.17651298711483993,0.0003358315478573872,0.000455750978350173,0.0003510907746316753,0.00010257868179799029,0.21491712182245498,0.0007809679506345738,6A_ldti1,1.0,0.0,2493.288522031229,0.580656886100769,0.000772644707467407,0.03754153847694397,2.507082939147949
500,0.316702663898468,-6.768814611892982,9.465673535880391,4.7520550294202915,0.17874033117252824,0.0003394503035112891,0.00046351100448626704,0.0003542161992340716,0.00015918240152501314,0.43166855820574984,0.0007882921950472507,6A_ldti1,1.0,0.0,2493.288522031229,0.29457467794418335,0.0007842158665880561,0.09973932057619095,2.2498512268066406
1000,0.40549761056900024,-0.6623802645363732,2.320107388740436,1.1647642340153577,0.18080369969037416,0.0003432572961067878,0.00047022554994462473,0.0003578839616619155,0.00019868231550183846,0.5996406701106782,0.0007957593769018761,6A_ldti1,1.0,0.0,2493.288522031229,0.2609426975250244,0.0007969491416588426,0.16441752016544342,2.247966766357422
0,0.0,-14.721499063347508,59.07720864650867,29.658549432176496,0.17340725400929372,0.00033228888092181474,0.0004450402273260078,0.00034840263590245715,0.0,0.0,0.0007727638114817885,6A_ldti10,10.0,0.0,2493.288522031229,1.9373054504394531,0.0007770081283524632,0.0,21.3103599299011
10,0.023893680423498154,-14.475412086001572,55.822755391475624,28.024715252287404,0.17366187223276602,0.0003325098930757125,0.00044529106393785805,0.00034875783870299057,1.2169504728384179e-05,0.010276808306517105,0.0007727806834889752,6A_ldti10,10.0,0.0,2493.288522031229,3.2615599632263184,0.0007830224349163473,0.0004628637689165771,22.784568786621094
50,0.060260970145463943,-13.99044669715529,49.92461568749238,25.06367034213984,0.17434925699174408,0.0003330652958953851,0.0004478470172056367,0.00034895542529885854,3.367722802681889e-05,0.03530092425137906,0.0007745441281279228,6A_ldti10,10.0,0.0,2493.288522031229,4.246750354766846,0.0007728718919679523,0.0035760519094765186,23.51667594909668
100,0.0811583399772644,-13.610476097422383,45.74226551296033,22.964003783141692,0.17462144309418157,0.00033350988239466163,0.00044839094442702206,0.00034951551060423424,4.517644532992054e-05,0.04989915894961086,0.0007749904472836779,6A_ldti10,10.0,0.0,2493.288522031229,2.1960935592651367,0.0007756120758131146,0.006547132506966591,21.534339904785156
200,0.19312618672847748,-12.31311872917913,33.929849526445715,17.033812911298934,0.17647680291927606,0.0003357644840816175,0.00045539070787599183,0.00035111677320940737,0.00010141072454813286,0.2059369545413961,0.0007806132436850501,6A_ldti10,10.0,0.0,2493.288522031229,0.5831127166748047,0.000772483239416033,0.03721775859594345,19.843347549438477
500,0.31634610891342163,-7.016931923813102,10.022204337140616,5.031450360680253,0.17867774189283187,0.00033936094974683215,0.0004630861152795349,0.0003542243127488715,0.0001578825818515748,0.4187075733265738,0.0007878937110350295,6A_ldti10,10.0,0.0,2493.288522031229,0.29610875248908997,0.00078386883251369,0.09948572516441345,19.840219497680664
1000,0.40307068824768066,-1.040671197562949,2.5312624722705124,1.2707704862776206,0.18063660606478907,0.0003429029692751347,0.0004694302459350758,0.0003576250681181761,0.00019563808638750128,0.5778271178718253,0.0007948598665303176,6A_ldti10,10.0,0.0,2493.288522031229,0.2661350667476654,0.0007967359852045774,0.16245953738689423,20.131061553955078
