iteration,z_norm,PSNR_obs,RelMSE_obs,PSNR_holdout,RelMSE_holdout,FA_MAE,MD_MAE,AD_MAE,RD_MAE,mean_D_error,mean_delta_D,n_observed_vols,n_holdout_vols,signal_loss_obs,L_directional,L_angular,L_z,objective,lambda_shape,lambda_z,subject,sampling_ratio
100,0.049051593989133835,-25.45363299835252,443.49664105569394,-20.179310779171402,164.79571992566392,0.17477735984498824,0.00031286788567110485,0.0004419395610158468,0.00032684465900397337,0.0007509390847656278,2.1891778328615017e-05,40,68,8.535958290100098,2.290482997894287,0.04128305986523628,0.002400493249297142,signal,0.0,0.0,120717,0.25
200,0.09844894707202911,-25.40078015778048,438.1320774981404,-20.140350900021872,163.32397454940192,0.17507718845036194,0.00031322813156976,0.000441826341560157,0.0003275150329062728,0.0007509014153985594,4.1091434515839186e-05,40,68,20.92623519897461,6.5104899406433105,0.042544227093458176,0.009679802693426609,signal,0.0,0.0,120717,0.25
500,0.32680702209472656,-15.916465663132708,49.33709807203854,-8.93212600789771,12.365948995653191,0.17945842625458666,0.0003171339270626629,0.00045910895156255223,0.000329215648148847,0.0007644302277537737,0.00015498376127140703,40,68,16.175626754760742,4.034258842468262,0.04866870492696762,0.10670643299818039,signal,0.0,0.0,120717,0.25
1000,0.40051203966140747,-13.890382250850841,30.943202551098285,-5.499954496241863,5.61061281991995,0.1811978374042419,0.0003202012511109978,0.0004650898138519716,0.00033213001766329377,0.000771154969377017,0.0001919741326761849,40,68,250.79051208496094,31.30035972595215,0.04539300873875618,0.1597643345594406,signal,0.0,0.0,120717,0.25
0,0.0,-24.211114565195476,349.36384172029904,-20.2717170914211,176.69717839682042,0.17439340322873245,0.00031255708485506154,0.0004417832094499269,0.00032630802206275763,0.0007509605315867634,0.0,63,45,nan,nan,nan,nan,signal,0.0,0.0,120717,0.5
10,0.018791137263178825,-24.216058126685084,349.7617479927173,-20.253298615681867,175.94939056962406,0.17464651358592645,0.00031275625955435037,0.00044271387022877843,0.00032636636362085757,0.0007516081120025615,9.230542174155557e-06,63,45,6782.0859375,2763.738037109375,0.04811866208910942,0.0003234411124140024,signal,0.0,0.0,120717,0.5
50,0.03149177134037018,-24.19323311465545,347.9283436160162,-20.233250920533443,175.13905312761958,0.17472617439728172,0.00031283977912068,0.00044261799312419277,0.000326546203773269,0.0007515192592861446,1.3903301294499872e-05,63,45,5.743503570556641,2.375019073486328,0.04783286154270172,0.0009865104220807552,signal,0.0,0.0,120717,0.5
100,0.05547541752457619,-24.17165622168795,346.20403099305065,-20.168537696316772,172.5486933909758,0.174994996684426,0.000313041547903635,0.0004430073665173443,0.00032681008507940546,0.0007517103389124785,2.5673849867295963e-05,63,45,6.208613872528076,2.211604118347168,0.04368859902024269,0.0030694440938532352,signal,0.0,0.0,120717,0.5
200,0.1894976794719696,-23.109619057658136,271.0993047644523,-18.061737951548743,106.22621336641454,0.17726673854544805,0.0003146626668310732,0.00045159836528537307,0.0003273319800384729,0.0007577830026858596,9.397664584699673e-05,63,45,10.108414649963379,3.746087074279785,0.047994084656238556,0.035788990557193756,signal,0.0,0.0,120717,0.5
500,0.362137109041214,-12.613982309730623,24.18603789740906,-6.346141743109207,7.156028798571243,0.18087230031206084,0.0003188846385744363,0.0004648003401462938,0.000330356361698009,0.0007695910377247592,0.0001782203026564663,63,45,11.393632888793945,3.5374906063079834,0.053590014576911926,0.13099367916584015,signal,0.0,0.0,120717,0.5
1000,0.5563938617706299,-4.486171602896174,3.7220624736745007,2.2145918481761115,0.9967786345623117,0.1861684055993489,0.0003297502887756089,0.00048095895318615156,0.000341648172204119,0.0007906781922713589,0.0002720558851778043,63,45,1.251582384109497,0.4090624451637268,0.050071049481630325,0.3095075190067291,signal,0.0,0.0,120717,0.5
0,0.0,-22.97064856533528,286.666226444442,nan,nan,0.17439340322873245,0.00031255708485506154,0.0004417832094499269,0.00032630802206275763,0.0007509605315867634,0.0,108,0,nan,nan,nan,nan,signal,0.0,0.0,120717,1.0
10,0.019980426877737045,-22.97060245841173,286.6631830653113,nan,nan,0.17466865876136906,0.0003127693992515354,0.0004428380532664742,0.0003263522745651798,0.0007516941562462036,9.88918437567321e-06,108,0,5126.7333984375,2785.705078125,0.047831129282712936,0.000351862923707813,signal,0.0,0.0,120717,1.0
50,0.036768991500139236,-22.939390076840063,284.61034434489073,nan,nan,0.17487686209300055,0.00031294666776220977,0.00044346105025112767,0.0003264749747221313,0.0007521296752296999,1.763774771167066e-05,108,0,4.320328235626221,2.3573596477508545,0.047331102192401886,0.0013426493387669325,signal,0.0,0.0,120717,1.0
100,0.08037738502025604,-22.945215002468558,284.99233086115294,nan,nan,0.175523679497368,0.0003134502802270777,0.00044549157110777414,0.0003267713857306956,0.0007535332926177472,4.0009910543409886e-05,108,0,4.231097221374512,1.8782685995101929,0.043901924043893814,0.006442663259804249,signal,0.0,0.0,120717,1.0
200,0.22812141478061676,-17.317765422143715,77.99885281834486,nan,nan,0.17803232502722588,0.000315078506051356,0.00045600453306308606,0.0003267427801209706,0.0007610548376842221,0.0001123996603941415,108,0,5.773033618927002,3.0323145389556885,0.0484907440841198,0.05201902240514755,signal,0.0,0.0,120717,1.0
500,0.31838080286979675,-12.650606941717978,26.630073630229585,nan,nan,0.1797432467384907,0.0003170297300012896,0.0004625174411791529,0.00032807061737186887,0.0007667919680393973,0.000153628886758432,108,0,8.632132530212402,4.030265808105469,0.05235971510410309,0.10128089785575867,signal,0.0,0.0,120717,1.0
